Date,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today ,Direction
2021,-0.221,-0.209,0.048,-0.497,0.438,5.852,-0.221,Down
2021,-0.686,-0.221,-0.209,0.048,-0.497,5.4217,-0.686,Down
2021,-0.01,-0.686,-0.221,-0.209,0.048,4.9097,-0.01,Down
2021,0.22,-0.01,-0.686,-0.221,-0.209,5.8139,0.22,Up
2021,0.44,0.22,-0.01,-0.686,-0.221,5.5939,0.44,Up
2021,-0.095,0.44,0.22,-0.01,-0.686,5.1555,-0.095,Down
2021,-0.196,-0.095,0.44,0.22,-0.01,4.7134,-0.196,Down
2021,-0.362,-0.196,-0.095,0.44,0.22,4.8436,-0.362,Down
2021,0.154,-0.362,-0.196,-0.095,0.44,5.102,0.154,Up
2021,0.026,0.154,-0.362,-0.196,-0.095,4.5571,0.026,Up
2021,0.196,0.026,0.154,-0.362,-0.196,4.2359,0.196,Up
2021,-0.221,0.196,0.026,0.154,-0.362,5.1509,-0.221,Down
2021,-0.593,-0.221,0.196,0.026,0.154,8.0386,-0.593,Down
2021,0.071,-0.593,-0.221,0.196,0.026,9.095,0.071,Up
2021,-0.52,0.071,-0.593,-0.221,0.196,11.8676,-0.52,Down
2021,0.974,-0.52,0.071,-0.593,-0.221,7.2822,0.974,Up
2021,0.537,0.974,-0.52,0.071,-0.593,5.77,0.537,Up
2021,-0.139,0.537,0.974,-0.52,0.071,4.9445,-0.139,Down
2021,0.049,-0.139,0.537,0.974,-0.52,4.511,0.049,Up
2021,0.167,0.049,-0.139,0.537,0.974,5.813,0.167,Up
2021,0.07,0.167,0.049,-0.139,0.537,5.316,0.07,Up
2021,-0.042,0.07,0.167,0.049,-0.139,3.5971,-0.042,Down
2021,0.199,-0.042,0.07,0.167,0.049,6.4828,0.199,Up
2021,0.364,0.199,-0.042,0.07,0.167,5.3441,0.364,Up
2021,0.475,0.364,0.199,-0.042,0.07,5.7698,0.475,Up
2021,-0.196,0.475,0.364,0.199,-0.042,6.871,-0.196,Down
2021,0.184,-0.196,0.475,0.364,0.199,6.355,0.184,Up
2021,0.499,0.184,-0.196,0.475,0.364,9.7595,0.499,Up
2021,0.691,0.499,0.184,-0.196,0.475,7.6239,0.691,Up
2021,0.379,0.691,0.499,0.184,-0.196,5.289,0.379,Up
2021,-0.149,0.379,0.691,0.499,0.184,5.2911,-0.149,Down
2021,-0.265,-0.149,0.379,0.691,0.499,6.413,-0.265,Down
2021,-0.014,-0.265,-0.149,0.379,0.691,5.5126,-0.014,Down
2021,-1.071,-0.014,-0.265,-0.149,0.379,7.5875,-1.071,Down
2021,-0.286,-1.071,-0.014,-0.265,-0.149,14.7987,-0.286,Down
2021,1.264,-0.286,-1.071,-0.014,-0.265,9.9608,1.264,Up
2021,0.511,1.264,-0.286,-1.071,-0.014,6.4724,0.511,Up
2021,0.166,0.511,1.264,-0.286,-1.071,4.7879,0.166,Up
2021,0.553,0.166,0.511,1.264,-0.286,6.3767,0.553,Up
2021,0.389,0.553,0.166,0.511,1.264,4.3719,0.389,Up
2021,-0.205,0.389,0.553,0.166,0.511,6.7397,-0.205,Down
2021,-0.193,-0.205,0.389,0.553,0.166,5.2472,-0.193,Down
2021,0.189,-0.193,-0.205,0.389,0.553,4.7435,0.189,Up
2021,0.137,0.189,-0.193,-0.205,0.389,6.8951,0.137,Up
2021,-0.625,0.137,0.189,-0.193,-0.205,5.8783,-0.625,Down
2021,0.618,-0.625,0.137,0.189,-0.193,5.8054,0.618,Up
2021,-0.182,0.618,-0.625,0.137,0.189,4.6732,-0.182,Down
2021,0.35,-0.182,0.618,-0.625,0.137,3.897,0.35,Up
2021,0.088,0.35,-0.182,0.618,-0.625,4.693,0.088,Up
2021,-0.075,0.088,0.35,-0.182,0.618,4.1223,-0.075,Down
2021,0.016,-0.075,0.088,0.35,-0.182,4.3339,0.016,Up
2021,-0.009,0.016,-0.075,0.088,0.35,4.4034,-0.009,Down
2021,0.336,-0.009,0.016,-0.075,0.088,3.8909,0.336,Up
2021,0.074,0.336,-0.009,0.016,-0.075,3.947,0.074,Up
2021,0.549,0.074,0.336,-0.009,0.016,7.374,0.549,Up
2021,-0.045,0.549,0.074,0.336,-0.009,9.2674,-0.045,Down
2021,-0.853,-0.045,0.549,0.074,0.336,8.9352,-0.853,Down
2021,0.823,-0.853,-0.045,0.549,0.074,9.2812,0.823,Up
2021,0.711,0.823,-0.853,-0.045,0.549,7.2009,0.711,Up
2021,0.472,0.711,0.823,-0.853,-0.045,5.4973,0.472,Up
2021,0,0.472,0.711,0.823,-0.853,3.8745,0,Down
2021,0.165,0,0.472,0.711,0.823,4.053,0.165,Up
2021,-0.524,0.165,0,0.472,0.711,5.783,-0.524,Down
2021,0.7,-0.524,0.165,0,0.472,7.7235,0.7,Up
2021,0.279,0.7,-0.524,0.165,0,4.8357,0.279,Up
2021,-0.126,0.279,0.7,-0.524,0.165,5.93,-0.126,Down
2021,-0.168,-0.126,0.279,0.7,-0.524,4.8721,-0.168,Down
2021,-0.029,-0.168,-0.126,0.279,0.7,4.2501,-0.029,Down
2021,0.243,-0.029,-0.168,-0.126,0.279,4.7171,0.243,Up
2021,-0.276,0.243,-0.029,-0.168,-0.126,5.1672,-0.276,Down
2021,0.004,-0.276,0.243,-0.029,-0.168,5.6182,0.004,Up
2021,-0.382,0.004,-0.276,0.243,-0.029,5.797,-0.382,Down
2021,-1.242,-0.382,0.004,-0.276,0.243,8.9948,-1.242,Down
2021,-0.459,-1.242,-0.382,0.004,-0.276,8.3739,-0.459,Down
2021,-0.881,-0.459,-1.242,-0.382,0.004,7.8197,-0.881,Down
2021,0.733,-0.881,-0.459,-1.242,-0.382,7.8792,0.733,Up
2021,-0.034,0.733,-0.881,-0.459,-1.242,7.7787,-0.034,Down
2021,-0.791,-0.034,0.733,-0.881,-0.459,11.8425,-0.791,Down
2021,-0.193,-0.791,-0.034,0.733,-0.881,16.6446,-0.193,Down
2021,-0.664,-0.193,-0.791,-0.034,0.733,9.2526,-0.664,Down
2021,0.415,-0.664,-0.193,-0.791,-0.034,10.235,0.415,Up
2021,0.757,0.415,-0.664,-0.193,-0.791,7.6396,0.757,Up
2021,0.56,0.757,0.415,-0.664,-0.193,6.2095,0.56,Up
2021,-0.038,0.56,0.757,0.415,-0.664,6.1371,-0.038,Down
2021,-1.358,-0.038,0.56,0.757,0.415,13.0436,-1.358,Down
2021,-0.17,-1.358,-0.038,0.56,0.757,8.2329,-0.17,Down
2021,-1.578,-0.17,-1.358,-0.038,0.56,14.0506,-1.578,Down
2021,0.756,-1.578,-0.17,-1.358,-0.038,12.924,0.756,Up
2021,-1.007,0.756,-1.578,-0.17,-1.358,12.857,-1.007,Down
2021,0.665,-1.007,0.756,-1.578,-0.17,9.0683,0.665,Up
2021,1.312,0.665,-1.007,0.756,-1.578,11.3032,1.312,Up
2021,0.062,1.312,0.665,-1.007,0.756,7.2438,0.062,Up
2021,-0.369,0.062,1.312,0.665,-1.007,7.4557,-0.369,Down
2021,-0.565,-0.369,0.062,1.312,0.665,6.5233,-0.565,Down
2021,-0.471,-0.565,-0.369,0.062,1.312,7.1181,-0.471,Down
2021,0.108,-0.471,-0.565,-0.369,0.062,7.2974,0.108,Up
2021,0.779,0.108,-0.471,-0.565,-0.369,7.0237,0.779,Up
2021,0.252,0.779,0.108,-0.471,-0.565,6.626,0.252,Up
2021,0.725,0.252,0.779,0.108,-0.471,6.2213,0.725,Up
2021,0.383,0.725,0.252,0.779,0.108,4.6997,0.383,Up
2021,0.284,0.383,0.725,0.252,0.779,4.9572,0.284,Up
2021,0.403,0.284,0.383,0.725,0.252,4.1305,0.403,Up
2021,-0.002,0.403,0.284,0.383,0.725,5.8845,-0.002,Down
2021,0.28,-0.002,0.403,0.284,0.383,4.5215,0.28,Up
2021,-0.271,0.28,-0.002,0.403,0.284,5.6075,-0.271,Down
2021,-0.55,-0.271,0.28,-0.002,0.403,7.2438,-0.55,Down
2021,0.628,-0.55,-0.271,0.28,-0.002,5.1438,0.628,Up
2021,0.741,0.628,-0.55,-0.271,0.28,7.0162,0.741,Up
2021,-0.056,0.741,0.628,-0.55,-0.271,4.8434,-0.056,Down
2021,0.365,-0.056,0.741,0.628,-0.55,4.8908,0.365,Up
2021,0.741,0.365,-0.056,0.741,0.628,5.251,0.741,Up
2021,0.333,0.741,0.365,-0.056,0.741,5.2847,0.333,Up
2021,-0.16,0.333,0.741,0.365,-0.056,6.6391,-0.16,Down
2021,-0.164,-0.16,0.333,0.741,0.365,5.0405,-0.164,Down
2021,-0.413,-0.164,-0.16,0.333,0.741,5.1149,-0.413,Down
2021,-0.421,-0.413,-0.164,-0.16,0.333,6.943,-0.421,Down
2021,-0.31,-0.421,-0.413,-0.164,-0.16,3.4849,-0.31,Down
2021,0.462,-0.31,-0.421,-0.413,-0.164,5.3467,0.462,Up
2021,-0.258,0.462,-0.31,-0.421,-0.413,4.6981,-0.258,Down
2021,0.456,-0.258,0.462,-0.31,-0.421,4.8858,0.456,Up
2021,-0.183,0.456,-0.258,0.462,-0.31,4.7858,-0.183,Down
2021,0.104,-0.183,0.456,-0.258,0.462,5.0626,0.104,Up
2021,-0.153,0.104,-0.183,0.456,-0.258,5.7316,-0.153,Down
2021,-0.705,-0.153,0.104,-0.183,0.456,7.2762,-0.705,Down
2021,0.208,-0.705,-0.153,0.104,-0.183,7.3207,0.208,Up
2021,0.725,0.208,-0.705,-0.153,0.104,6.1859,0.725,Up
2021,-0.729,0.725,0.208,-0.705,-0.153,11.267,-0.729,Down
2021,0.114,-0.729,0.725,0.208,-0.705,8.6269,0.114,Up
2021,-1.394,0.114,-0.729,0.725,0.208,14.856,-1.394,Down
2021,-2.413,-1.394,0.114,-0.729,0.725,13.1939,-2.413,Down
2021,1.48,-2.413,-1.394,0.114,-0.729,12.7638,1.48,Up
2021,-1.252,1.48,-2.413,-1.394,0.114,13.7332,-1.252,Down
2021,0.583,-1.252,1.48,-2.413,-1.394,9.8978,0.583,Up
2021,0.833,0.583,-1.252,1.48,-2.413,9.5485,0.833,Up
2021,0.175,0.833,0.583,-1.252,1.48,7.2239,0.175,Up
2021,-0.384,0.175,0.833,0.583,-1.252,6.1273,-0.384,Down
2021,0.322,-0.384,0.175,0.833,0.583,7.716,0.322,Up
2021,-0.77,0.322,-0.384,0.175,0.833,8.7725,-0.77,Down
2021,0.058,-0.77,0.322,-0.384,0.175,9.7264,0.058,Up
2021,1.549,0.058,-0.77,0.322,-0.384,11.6899,1.549,Up
2021,-1.295,1.549,0.058,-0.77,0.322,11.6569,-1.295,Down
2021,-0.364,-1.295,1.549,0.058,-0.77,13.5512,-0.364,Down
2021,0.11,-0.364,-1.295,1.549,0.058,10.7135,0.11,Up
2021,0.97,0.11,-0.364,-1.295,1.549,6.9806,0.97,Up
2021,1.059,0.97,0.11,-0.364,-1.295,5.889,1.059,Up
2021,0.395,1.059,0.97,0.11,-0.364,5.644,0.395,Up
2021,1.102,0.395,1.059,0.97,0.11,5.6809,1.102,Up
2021,-0.178,1.102,0.395,1.059,0.97,4.7275,-0.178,Down
2021,0.105,-0.178,1.102,0.395,1.059,5.4503,0.105,Up
2021,-0.37,0.105,-0.178,1.102,0.395,5.5329,-0.37,Down
2021,-0.143,-0.37,0.105,-0.178,1.102,6.5237,-0.143,Down
2022,0.296,-0.143,-0.37,0.105,-0.178,7.2668,0.296,Up
2022,-0.348,0.296,-0.143,-0.37,0.105,7.1179,-0.348,Down
2022,-1.84,-0.348,0.296,-0.143,-0.37,10.4539,-1.84,Down
2022,0.011,-1.84,-0.348,0.296,-0.143,8.6859,0.011,Up
2022,-0.397,0.011,-1.84,-0.348,0.296,8.5112,-0.397,Down
2022,0.607,-0.397,0.011,-1.84,-0.348,11.9362,0.607,Up
2022,0.972,0.607,-0.397,0.011,-1.84,7.4303,0.972,Up
2022,-0.121,0.972,0.607,-0.397,0.011,6.7605,-0.121,Down
2022,-1.622,-0.121,0.972,0.607,-0.397,9.1173,-1.622,Down
2022,0.765,-1.622,-0.121,0.972,0.607,9.5891,0.765,Up
2022,-0.707,0.765,-1.622,-0.121,0.972,10.9709,-0.707,Down
2022,-1.393,-0.707,0.765,-1.622,-0.121,10.9358,-1.393,Down
2022,-1.543,-1.393,-0.707,0.765,-1.622,12.238,-1.543,Down
2022,-1.701,-1.543,-1.393,-0.707,0.765,20.2271,-1.701,Down
2022,1.808,-1.701,-1.543,-1.393,-0.707,25.1784,1.808,Up
2022,0.326,1.808,-1.701,-1.543,-1.393,16.7997,0.326,Up
2022,-1.665,0.326,1.808,-1.701,-1.543,18.6391,-1.665,Down
2022,-1.602,-1.665,0.326,1.808,-1.701,14.9878,-1.602,Down
2022,2.142,-1.602,-1.665,0.326,1.808,16.4457,2.142,Up
2022,1.965,2.142,-1.602,-1.665,0.326,15.2251,1.965,Up
2022,0.504,1.965,2.142,-1.602,-1.665,12.3155,0.504,Up
2022,0.406,0.504,1.965,2.142,-1.602,11.7361,0.406,Up
2022,-0.965,0.406,0.504,1.965,2.142,11.8024,-0.965,Down
2022,0.526,-0.965,0.406,0.504,1.965,11.8454,0.526,Up
2022,-0.501,0.526,-0.965,0.406,0.504,8.4473,-0.501,Down
2022,0.942,-0.501,0.526,-0.965,0.406,8.1012,0.942,Up
2022,0.51,0.942,-0.501,0.526,-0.965,9.259,0.51,Up
2022,-0.448,0.51,0.942,-0.501,0.526,14.0104,-0.448,Down
2022,-1.992,-0.448,0.51,0.942,-0.501,15.3215,-1.992,Down
2022,-0.205,-1.992,-0.448,0.51,0.942,12.3006,-0.205,Down
2022,0.534,-0.205,-1.992,-0.448,0.51,8.8483,0.534,Up
2022,0.601,0.534,-0.205,-1.992,-0.448,8.4864,0.601,Up
2022,-1.39,0.601,0.534,-0.205,-1.992,10.2259,-1.39,Down
2022,-0.709,-1.39,0.601,0.534,-0.205,13.2643,-0.709,Down
2022,-0.537,-0.709,-1.39,0.601,0.534,12.4392,-0.537,Down
2022,-2.475,-0.537,-0.709,-1.39,0.601,13.2578,-2.475,Down
2022,4.204,-2.475,-0.537,-0.709,-1.39,21.3943,4.204,Up
2022,1.895,4.204,-2.475,-0.537,-0.709,12.1805,1.895,Up
2022,1.065,1.895,4.204,-2.475,-0.537,14.5615,1.065,Up
2022,-1.163,1.065,1.895,4.204,-2.475,13.7786,-1.163,Down
2022,1.277,-1.163,1.065,1.895,4.204,11.7727,1.277,Up
2022,-1.081,1.277,-1.163,1.065,1.895,10.5502,-1.081,Down
2022,0.097,-1.081,1.277,-1.163,1.065,11.3978,0.097,Up
2022,-2.808,0.097,-1.081,1.277,-1.163,13.7897,-2.808,Down
2022,-0.803,-2.808,0.097,-1.081,1.277,16.4773,-0.803,Down
2022,0.534,-0.803,-2.808,0.097,-1.081,11.6991,0.534,Up
2022,0.701,0.534,-0.803,-2.808,0.097,9.3973,0.701,Up
2022,-1.88,0.701,0.534,-0.803,-2.808,9.5636,-1.88,Down
2022,-0.924,-1.88,0.701,0.534,-0.803,9.5729,-0.924,Down
2022,1.525,-0.924,-1.88,0.701,0.534,10.6219,1.525,Up
2022,1.333,1.525,-0.924,-1.88,0.701,14.4955,1.333,Up
2022,1.725,1.333,1.525,-0.924,-1.88,10.2677,1.725,Up
2022,1.489,1.725,1.333,1.525,-0.924,10.6346,1.489,Up
2022,0.011,1.489,1.725,1.333,1.525,8.835,0.011,Up
2022,0.837,0.011,1.489,1.725,1.333,7.465,0.837,Up
2022,-0.696,0.837,0.011,1.489,1.725,7.9426,-0.696,Down
2022,1.02,-0.696,0.837,0.011,1.489,6.4737,1.02,Up
2022,0.339,1.02,-0.696,0.837,0.011,7.7101,0.339,Up
2022,0.852,0.339,1.02,-0.696,0.837,6.853,0.852,Up
2022,0.333,0.852,0.339,1.02,-0.696,8.6582,0.333,Up
2022,-0.356,0.333,0.852,0.339,1.02,7.9667,-0.356,Down
2022,-1.365,-0.356,0.333,0.852,0.339,12.17,-1.365,Down
2022,-0.086,-1.365,-0.356,0.333,0.852,8.9049,-0.086,Down
2022,0.81,-0.086,-1.365,-0.356,0.333,5.9601,0.81,Up
2022,-0.92,0.81,-0.086,-1.365,-0.356,7.4215,-0.92,Down
2022,-0.083,-0.92,0.81,-0.086,-1.365,10.6898,-0.083,Down
2022,0.714,-0.083,-0.92,0.81,-0.086,7.8097,0.714,Up
2022,-0.089,0.714,-0.083,-0.92,0.81,7.9273,-0.089,Down
2022,-0.943,-0.089,0.714,-0.083,-0.92,8.9771,-0.943,Down
2022,-1.081,-0.943,-0.089,0.714,-0.083,8.4364,-1.081,Down
2022,1.205,-1.081,-0.943,-0.089,0.714,7.407,1.205,Up
2022,-1.299,1.205,-1.081,-0.943,-0.089,9.787,-1.299,Down
2022,0.266,-1.299,1.205,-1.081,-0.943,6.6003,0.266,Up
2022,1.64,0.266,-1.299,1.205,-1.081,7.7821,1.64,Up
2022,-0.495,1.64,0.266,-1.299,1.205,6.5224,-0.495,Down
2022,-2.336,-0.495,1.64,0.266,-1.299,8.5417,-2.336,Down
2022,-2.488,-2.336,-0.495,1.64,0.266,13.2472,-2.488,Down
2022,1.142,-2.488,-2.336,-0.495,1.64,11.9648,1.142,Up
2022,-2.285,1.142,-2.488,-2.336,-0.495,10.3996,-2.285,Down
2022,0.007,-2.285,1.142,-2.488,-2.336,12.203,0.007,Up
2022,1.307,0.007,-2.285,1.142,-2.488,10.5449,1.307,Up
2022,-2.736,1.307,0.007,-2.285,1.142,14.5491,-2.736,Down
2022,0.585,-2.736,1.307,0.007,-2.285,15.8313,0.585,Up
2022,0.33,0.585,-2.736,1.307,0.007,10.0028,0.33,Up
2022,2.872,0.33,0.585,-2.736,1.307,14.4248,2.872,Up
2022,-2.53,2.872,0.33,0.585,-2.736,17.2929,-2.53,Down
2022,0.058,-2.53,2.872,0.33,0.585,15.1771,0.058,Up
2022,-1.711,0.058,-2.53,2.872,0.33,15.5586,-1.711,Down
2022,-1.335,-1.711,0.058,-2.53,2.872,13.2497,-1.335,Down
2022,-1.336,-1.335,-1.711,0.058,-2.53,14.2361,-1.336,Down
2022,0.763,-1.336,-1.335,-1.711,0.058,12.5091,0.763,Up
2022,1.263,0.763,-1.336,-1.335,-1.711,10.4174,1.263,Up
2022,0.027,1.263,0.763,-1.336,-1.335,7.8622,0.027,Up
2022,0.44,0.027,1.263,0.763,-1.336,8.303,0.44,Up
2022,-2.885,0.44,0.027,1.263,0.763,11.7675,-2.885,Down
2022,0.216,-2.885,0.44,0.027,1.263,9.8511,0.216,Up
2022,-0.921,0.216,-2.885,0.44,0.027,13.1432,-0.921,Down
2022,1.041,-0.921,0.216,-2.885,0.44,7.6415,1.041,Up
2022,0.339,1.041,-0.921,0.216,-2.885,9.1449,0.339,Up
2022,1.29,0.339,1.041,-0.921,0.216,9.1473,1.29,Up
2022,1.666,1.29,0.339,1.041,-0.921,8.2168,1.666,Up
2022,1.802,1.666,1.29,0.339,1.041,8.4769,1.802,Up
2022,-0.15,1.802,1.666,1.29,0.339,9.5937,-0.15,Down
2022,-1.344,-0.15,1.802,1.666,1.29,8.6586,-1.344,Down
2022,1.947,-1.344,-0.15,1.802,1.666,7.961,1.947,Up
2022,-0.451,1.947,-1.344,-0.15,1.802,7.1874,-0.451,Down
2022,-0.721,-0.451,1.947,-1.344,-0.15,5.7509,-0.721,Down
2022,1.872,-0.721,-0.451,1.947,-1.344,5.9272,1.872,Up
2022,-0.655,1.872,-0.721,-0.451,1.947,6.435,-0.655,Down
2022,-1.93,-0.655,1.872,-0.721,-0.451,8.629,-1.93,Down
2022,-1.286,-1.93,-0.655,1.872,-0.721,13.2894,-1.286,Down
2022,-1.277,-1.286,-1.93,-0.655,1.872,17.0005,-1.277,Down
2022,-0.791,-1.277,-1.286,-1.93,-0.655,10.4012,-0.791,Down
2022,0.488,-0.791,-1.277,-1.286,-1.93,12.5667,0.488,Up
2022,-1.042,0.488,-0.791,-1.277,-1.286,13.4473,-1.042,Down
2022,0.096,-1.042,0.488,-0.791,-1.277,11.1114,0.096,Up
2022,0.855,0.096,-1.042,0.488,-0.791,7.6812,0.855,Up
2022,1.017,0.855,0.096,-1.042,0.488,9.0059,1.017,Up
2022,0.377,1.017,0.855,0.096,-1.042,7.9292,0.377,Up
2022,2.276,0.377,1.017,0.855,0.096,9.805,2.276,Up
2022,-0.629,2.276,0.377,1.017,0.855,6.601,-0.629,Down
2022,-2.455,-0.629,2.276,0.377,1.017,8.6549,-2.455,Down
2022,-0.233,-2.455,-0.629,2.276,0.377,6.5676,-0.233,Down
2022,0.268,-0.233,-2.455,-0.629,2.276,11.2508,0.268,Up
2022,1.243,0.268,-0.233,-2.455,-0.629,7.484,1.243,Up
2022,1.618,1.243,0.268,-0.233,-2.455,8.1438,1.618,Up
2022,0.298,1.618,1.243,0.268,-0.233,7.0426,0.298,Up
2022,1.005,0.298,1.618,1.243,0.268,6.4526,1.005,Up
2022,0.362,1.005,0.298,1.618,1.243,7.2398,0.362,Up
2022,-0.42,0.362,1.005,0.298,1.618,5.8367,-0.42,Down
2022,-0.735,-0.42,0.362,1.005,0.298,6.2219,-0.735,Down
2022,0.994,-0.735,-0.42,0.362,1.005,8.4225,0.994,Up
2022,1.151,0.994,-0.735,-0.42,0.362,8.9705,1.151,Up
2022,0.674,1.151,0.994,-0.735,-0.42,7.906,0.674,Up
2022,-1.656,0.674,1.151,0.994,-0.735,6.3204,-1.656,Down
2022,1.603,-1.656,0.674,1.151,0.994,7.8506,1.603,Up
2022,0.586,1.603,-1.656,0.674,1.151,7.1844,0.586,Up
2022,1.175,0.586,1.603,-1.656,0.674,6.4904,1.175,Up
2022,-0.96,1.175,0.586,1.603,-1.656,7.2197,-0.96,Down
2022,-0.045,-0.96,1.175,0.586,1.603,5.3632,-0.045,Down
2022,-0.749,-0.045,-0.96,1.175,0.586,5.2946,-0.749,Down
2022,1.694,-0.749,-0.045,-0.96,1.175,8.2342,1.694,Up
2022,1.04,1.694,-0.749,-0.045,-0.96,7.3967,1.04,Up
2022,1.082,1.04,1.694,-0.749,-0.045,8.7004,1.082,Up
2022,0.396,1.082,1.04,1.694,-0.749,6.9998,0.396,Up
2022,-0.259,0.396,1.082,1.04,1.694,6.3435,-0.259,Down
2022,1.011,-0.259,0.396,1.082,1.04,6.7821,1.011,Up
2022,-0.048,1.011,-0.259,0.396,1.082,4.5657,-0.048,Down
2022,0.93,-0.048,1.011,-0.259,0.396,5.6815,0.93,Up
2022,-0.544,0.93,-0.048,1.011,-0.259,5.3886,-0.544,Down
2022,-0.211,-0.544,0.93,-0.048,1.011,4.4932,-0.211,Down
2022,0.289,-0.211,-0.544,0.93,-0.048,6.8666,0.289,Up
2022,-0.709,0.289,-0.211,-0.544,0.93,5.949,-0.709,Down
2022,1.201,-0.709,0.289,-0.211,-0.544,6.1695,1.201,Up
2022,0.963,1.201,-0.709,0.289,-0.211,5.4048,0.963,Up
2022,0.461,0.963,1.201,-0.709,0.289,5.9289,0.461,Up
2022,0.174,0.461,0.963,1.201,-0.709,6.3563,0.174,Up
2022,0.241,0.174,0.461,0.963,1.201,4.9023,0.241,Up
2022,-0.668,0.241,0.174,0.461,0.963,6.8017,-0.668,Down
2022,-0.887,-0.668,0.241,0.174,0.461,7.7696,-0.887,Down
2022,-0.133,-0.887,-0.668,0.241,0.174,4.9105,-0.133,Down
2022,0.379,-0.133,-0.887,-0.668,0.241,4.9178,0.379,Up
